iddepto,nomdepto,idmpio,nompio,tiporegimen,identidad,nomentidad,año,mes,total
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,70
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,EPSM33,SALUDVIDA S.A .E.P.S -CM,2017,Abril,4
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,EPSS03,CAFESALUD  E.P.S.  S.A.,2017,Abril,4879
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,3400
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,137
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,1976
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,ESS062,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD,2017,Abril,9249
73,73 - TOLIMA,73624,73624 - ROVIRA,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,1506
73,73 - TOLIMA,73671,73671 - SALDAÑA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,657
73,73 - TOLIMA,73671,73671 - SALDAÑA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,3
73,73 - TOLIMA,73671,73671 - SALDAÑA,CONTRIBUTIVO,EPS033,SALUDVIDA S.A .E.P.S,2017,Abril,18
73,73 - TOLIMA,73671,73671 - SALDAÑA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1131
73,73 - TOLIMA,73671,73671 - SALDAÑA,CONTRIBUTIVO,EPSC33,SALUDVIDA  S.A.  E.P.S.-CM,2017,Abril,16
73,73 - TOLIMA,73671,73671 - SALDAÑA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,61
73,73 - TOLIMA,73671,73671 - SALDAÑA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,68
73,73 - TOLIMA,73671,73671 - SALDAÑA,SUBSIDIADO,EPSM33,SALUDVIDA S.A .E.P.S -CM,2017,Abril,6
73,73 - TOLIMA,73671,73671 - SALDAÑA,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,3638
73,73 - TOLIMA,73671,73671 - SALDAÑA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,205
73,73 - TOLIMA,73671,73671 - SALDAÑA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,1711
73,73 - TOLIMA,73671,73671 - SALDAÑA,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,3110
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,1
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,374
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,CONTRIBUTIVO,EPSIC6,PIJAOS SALUD EPSI-CM,2017,Abril,32
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,13
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,CONTRIBUTIVO,ESSC62,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD-CM,2017,Abril,31
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,SUBSIDIADO,EPSI06,PIJAOS SALUD EPSI,2017,Abril,2657
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,127
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,1765
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,SUBSIDIADO,ESS062,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD,2017,Abril,5548
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,322
73,73 - TOLIMA,73675,73675 - SAN ANTONIO,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1041
73,73 - TOLIMA,73678,73678 - SAN LUIS,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
73,73 - TOLIMA,73678,73678 - SAN LUIS,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,473
73,73 - TOLIMA,73678,73678 - SAN LUIS,CONTRIBUTIVO,EPSC33,SALUDVIDA  S.A.  E.P.S.-CM,2017,Abril,5
73,73 - TOLIMA,73678,73678 - SAN LUIS,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,1
73,73 - TOLIMA,73678,73678 - SAN LUIS,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,4
73,73 - TOLIMA,73678,73678 - SAN LUIS,SUBSIDIADO,EPSM33,SALUDVIDA S.A .E.P.S -CM,2017,Abril,5
73,73 - TOLIMA,73678,73678 - SAN LUIS,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,3948
73,73 - TOLIMA,73678,73678 - SAN LUIS,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,154
73,73 - TOLIMA,73678,73678 - SAN LUIS,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,3046
73,73 - TOLIMA,73678,73678 - SAN LUIS,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,464
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,2
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,384
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,SUBSIDIADO,EPSM33,SALUDVIDA S.A .E.P.S -CM,2017,Abril,2
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,643
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,98
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,3284
73,73 - TOLIMA,73686,73686 - SANTA ISABEL,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,497
73,73 - TOLIMA,73770,73770 - SUÁREZ,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,1
73,73 - TOLIMA,73770,73770 - SUÁREZ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,235
73,73 - TOLIMA,73770,73770 - SUÁREZ,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,47
73,73 - TOLIMA,73770,73770 - SUÁREZ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,62
73,73 - TOLIMA,73770,73770 - SUÁREZ,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,470
73,73 - TOLIMA,73770,73770 - SUÁREZ,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1848
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,169
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,31
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,1
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,1
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,58
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,485
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,711
73,73 - TOLIMA,73854,73854 - VALLE DE SAN JUAN,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,2356
73,73 - TOLIMA,73861,73861 - VENADILLO,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,291
73,73 - TOLIMA,73861,73861 - VENADILLO,CONTRIBUTIVO,EPS033,SALUDVIDA S.A .E.P.S,2017,Abril,2
73,73 - TOLIMA,73861,73861 - VENADILLO,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1779
73,73 - TOLIMA,73861,73861 - VENADILLO,CONTRIBUTIVO,EPSC03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,135
73,73 - TOLIMA,73861,73861 - VENADILLO,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,42
73,73 - TOLIMA,73861,73861 - VENADILLO,CONTRIBUTIVO,ESSC62,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD-CM,2017,Abril,1
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,37
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,EPSS03,CAFESALUD  E.P.S.  S.A.,2017,Abril,3225
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,280
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,236
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,1599
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,326
73,73 - TOLIMA,73861,73861 - VENADILLO,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1950
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,1
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,CONTRIBUTIVO,EPS033,SALUDVIDA S.A .E.P.S,2017,Abril,3
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,236
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,CONTRIBUTIVO,EPSC33,SALUDVIDA  S.A.  E.P.S.-CM,2017,Abril,3
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,CONTRIBUTIVO,ESSC62,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD-CM,2017,Abril,24
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,286
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,82
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,981
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,SUBSIDIADO,ESS062,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD,2017,Abril,5346
73,73 - TOLIMA,73870,73870 - VILLAHERMOSA,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,208
73,73 - TOLIMA,73873,73873 - VILLARRICA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,2
73,73 - TOLIMA,73873,73873 - VILLARRICA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,1
73,73 - TOLIMA,73873,73873 - VILLARRICA,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,2
73,73 - TOLIMA,73873,73873 - VILLARRICA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,193
73,73 - TOLIMA,73873,73873 - VILLARRICA,CONTRIBUTIVO,EPSC33,SALUDVIDA  S.A.  E.P.S.-CM,2017,Abril,1
73,73 - TOLIMA,73873,73873 - VILLARRICA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,20
73,73 - TOLIMA,73873,73873 - VILLARRICA,SUBSIDIADO,EPSM33,SALUDVIDA S.A .E.P.S -CM,2017,Abril,1
73,73 - TOLIMA,73873,73873 - VILLARRICA,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,1902
73,73 - TOLIMA,73873,73873 - VILLARRICA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,62
73,73 - TOLIMA,73873,73873 - VILLARRICA,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,235
73,73 - TOLIMA,73873,73873 - VILLARRICA,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1964
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EAS027,FONDO DE PASIVO SOCIAL DE LOS FERROCARRILES NALES,2017,Abril,5549
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS002,SALUD  TOTAL  S.A.  E.P.S.,2017,Abril,80441
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,110982
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,99199
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,6
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS010,EPS Y MEDICINA PREPAGADA SURAMERICANA S.A,2017,Abril,177846
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS012,COMFENALCO  VALLE  E.P.S.,2017,Abril,192039
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,251220
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,14
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,349286
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,44731
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,161030
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPSC03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,2380
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,EPSIC5,MALLAMAS-CM,2017,Abril,42
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,ESSC18,ASOCIACIÓN MUTUAL EMPRESA SOLIDARIA DE SALUD DE NARIÑO E.S.S. EMSSANAR E.S.S.-CM,2017,Abril,25804
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,ESSC24,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.-CM,2017,Abril,11466
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,CONTRIBUTIVO,ESSC62,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD-CM,2017,Abril,2632
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSI05,MALLAMAS,2017,Abril,1830
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,4802
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS02,SALUD  TOTAL  S.A.  E.P.S. CM,2017,Abril,2573
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS03,CAFESALUD  E.P.S.  S.A.,2017,Abril,20773
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS05,E.P.S.  SANITAS  S.A.-CM,2017,Abril,363
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS10,EPS Y MEDICINA PREPAGADA SURAMERICANA S.A-CM,2017,Abril,2304
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS12,COMFENALCO  VALLE  E.P.S.-CM,2017,Abril,5217
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,6366
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,1
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS18,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.-CM,2017,Abril,8322
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS23,CRUZ BLANCA  EPS S.A.-CM,2017,Abril,952
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS33,SALUDVIDA S.A .E.P.S,2017,Abril,1
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,3948
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,ESS024,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.,2017,Abril,163829
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,ESS062,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD,2017,Abril,13841
76,76 - VALLE DEL CAUCA,76001,76001 - CALI,SUBSIDIADO,ESS118,ASOCIACIÓN MUTUAL EMPRESA SOLIDARIA DE SALUD DE NARIÑO E.S.S. EMSSANAR E.S.S.,2017,Abril,437950
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,2
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,87
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1518
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,CONTRIBUTIVO,ESSC62,ASOCIACIÓN MUTUAL LA ESPERANZA ASMET  SALUD-CM,2017,Abril,4
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,CONTRIBUTIVO,ESSC76,ASOCIACIÓN MUTUAL BARRIOS UNIDOS DE QUIBDÓ E.S.S.-CM,2017,Abril,280
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,SUBSIDIADO,EPSS05,E.P.S.  SANITAS  S.A.-CM,2017,Abril,1
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,SUBSIDIADO,EPSS18,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.-CM,2017,Abril,17
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,133
76,76 - VALLE DEL CAUCA,76020,76020 - ALCALÁ,SUBSIDIADO,ESS076,ASOCIACIÓN MUTUAL BARRIOS UNIDOS DE QUIBDÓ E.S.S.,2017,Abril,8325
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,6
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,2877
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,1318
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1802
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,CONTRIBUTIVO,ESSC18,ASOCIACIÓN MUTUAL EMPRESA SOLIDARIA DE SALUD DE NARIÑO E.S.S. EMSSANAR E.S.S.-CM,2017,Abril,480
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,1
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,128
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,SUBSIDIADO,EPSS18,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.-CM,2017,Abril,62
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,67
76,76 - VALLE DEL CAUCA,76036,76036 - ANDALUCÍA,SUBSIDIADO,ESS118,ASOCIACIÓN MUTUAL EMPRESA SOLIDARIA DE SALUD DE NARIÑO E.S.S. EMSSANAR E.S.S.,2017,Abril,9646
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,56
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,827
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,2202
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,314
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,CONTRIBUTIVO,EPSC03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,228
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,CONTRIBUTIVO,ESSC76,ASOCIACIÓN MUTUAL BARRIOS UNIDOS DE QUIBDÓ E.S.S.-CM,2017,Abril,81
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,8
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,SUBSIDIADO,EPSS03,CAFESALUD  E.P.S.  S.A.,2017,Abril,9150
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,79
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,SUBSIDIADO,EPSS18,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.-CM,2017,Abril,156
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,16
76,76 - VALLE DEL CAUCA,76041,76041 - ANSERMANUEVO,SUBSIDIADO,ESS076,ASOCIACIÓN MUTUAL BARRIOS UNIDOS DE QUIBDÓ E.S.S.,2017,Abril,3428
76,76 - VALLE DEL CAUCA,76054,76054 - ARGELIA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,79
76,76 - VALLE DEL CAUCA,76054,76054 - ARGELIA,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,32
76,76 - VALLE DEL CAUCA,76054,76054 - ARGELIA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,291
76,76 - VALLE DEL CAUCA,76054,76054 - ARGELIA,CONTRIBUTIVO,EPSC03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,60
76,76 - VALLE DEL CAUCA,76054,76054 - ARGELIA,CONTRIBUTIVO,ESSC24,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.-CM,2017,Abril,18
76,76 - VALLE DEL CAUCA,76054,76054 - ARGELIA,CONTRIBUTIVO,ESSC76,ASOCIACIÓN MUTUAL BARRIOS UNIDOS DE QUIBDÓ E.S.S.-CM,2017,Abril,3
